,carat,cut,color,clarity,depth,table,x,z,price
2431,1.67,4,5,4,62.9,59.1,7.61,4.73,11867.0
2432,0.3,2,1,5,62.2,57.0,4.26,2.67,622.0
2433,0.31,3,0,2,61.4,58.0,4.34,2.68,571.0
2434,0.38,3,3,1,62.5,60.0,4.61,2.89,1148.0
2435,0.3,4,3,4,62.9,58.0,4.27,2.7,605.0
2436,0.29,2,2,6,60.9,57.0,4.32,2.62,858.0
2437,0.36,1,2,4,63.9,54.0,4.52,2.88,905.0
2438,0.3,2,1,5,62.0,55.0,4.3,2.68,658.0
2439,0.33,2,3,1,62.1,55.0,4.46,2.76,854.0
2440,0.56,2,0,4,61.7,56.0,5.31,3.28,2441.0
2441,0.51,2,1,6,62.4,57.0,5.08,3.19,1815.0
2442,0.33,2,3,4,60.2,57.0,4.52,2.71,1002.0
2443,0.3,2,0,5,62.4,55.0,4.3,2.69,616.0
2444,0.76,2,1,2,61.3,55.0,5.87,3.61,3584.0
2445,1.51,4,4,5,63.2,57.0,7.18,4.58,10950.0
2446,0.3,2,2,2,62.3,53.9,4.28,2.68,499.0
2447,0.91,4,3,7,63.4,59.0,6.1,3.88,4798.0
2448,0.53,2,3,7,62.2,54.0,5.22,3.23,2051.0
2449,1.01,3,2,2,60.3,58.0,6.53,3.96,4829.0
2450,1.04,4,0,7,60.8,58.0,6.49,3.94,11161.0
2451,1.05,2,4,5,61.9,56.0,6.49,4.04,4504.0
2452,1.08,4,4,3,63.0,55.0,6.51,4.11,4481.0
2453,0.3,3,5,2,60.9,59.0,4.34,2.65,394.0
2454,1.5,2,3,5,62.2,58.0,7.31,4.54,13049.0
2455,0.55,2,4,7,62.1,55.0,5.25,3.27,1668.0
2456,0.4,4,5,4,63.0,56.0,4.68,2.96,737.0
2457,0.55,2,2,2,61.7,56.0,5.23,3.25,1692.0
2458,0.9,4,2,3,61.3,60.0,6.18,3.8,3468.0
2459,0.3,2,4,5,61.7,57.0,4.28,2.65,454.0
2460,1.5,1,4,3,60.8,64.0,7.27,4.4,6846.0
2461,0.86,1,0,4,64.3,56.0,6.02,3.89,5029.0
2462,1.0,1,3,2,63.1,56.0,6.31,4.01,4218.0
2463,0.32,3,1,6,60.5,58.0,4.42,2.69,954.0
2464,1.0,3,0,2,59.2,62.0,6.54,3.86,5723.0
2465,0.36,2,3,3,60.7,58.0,4.62,2.81,505.0
2466,1.02,1,0,3,63.4,59.0,6.37,4.0,4633.0
2467,0.73,2,4,3,61.6,57.0,5.79,3.57,2260.0
2468,0.5,2,6,3,61.6,56.0,5.08,3.15,1188.0
2469,1.51,4,0,4,63.0,52.0,7.37,4.62,17936.0
2470,0.5,4,0,4,63.1,58.0,5.05,3.2,1838.0
2471,0.39,2,3,5,60.6,55.0,4.81,2.9,983.0
2472,0.31,3,5,7,62.1,62.0,4.37,2.7,698.0
2473,0.72,1,2,5,63.6,55.0,5.71,3.61,2421.0
2474,1.28,3,4,2,62.3,58.0,6.94,4.34,6946.0
2475,0.82,3,1,3,62.0,59.0,6.02,3.71,2593.0
2476,0.91,2,5,5,62.6,57.0,6.16,3.89,4033.0
2477,0.43,2,0,1,61.2,55.0,4.87,2.98,1358.0
2478,1.0,3,2,4,59.2,60.0,6.53,3.85,7056.0
2479,0.7,3,3,5,60.8,58.0,5.75,3.51,2317.0
2480,0.25,4,0,7,61.1,59.0,4.03,2.47,548.0
2481,0.3,2,5,4,62.5,57.0,4.32,2.69,608.0
2482,1.28,1,6,4,59.1,62.0,7.06,4.2,5759.0
2483,0.42,2,1,6,62.3,57.0,4.78,2.98,1400.0
2484,0.3,3,3,7,62.8,60.0,4.28,2.68,878.0
2485,0.62,1,3,5,61.0,62.0,5.41,3.33,1850.0
2486,1.03,3,4,3,61.6,61.0,6.51,3.99,5364.0
2487,1.2,2,0,7,62.7,54.0,6.8,4.27,14033.0
2488,0.42,4,0,4,60.7,60.0,4.81,2.94,1066.0
2489,0.42,2,3,4,62.7,54.0,4.8,3.02,921.0
2490,0.51,2,0,7,61.3,56.0,5.14,3.16,1829.0
2491,0.57,3,0,5,61.9,58.0,5.32,3.3,1944.0
2492,1.0,2,2,7,61.7,53.0,6.46,3.99,8958.0
2493,0.3,3,0,4,61.7,58.0,4.32,2.66,911.0
2494,0.82,4,1,2,62.0,60.0,5.96,3.71,3373.0
2495,1.1,3,3,3,59.6,60.0,6.74,4.0,4712.0
2496,0.7,1,5,4,63.1,57.0,5.59,3.55,2394.0
2497,0.32,1,0,2,63.7,55.0,4.33,2.75,706.0
2498,0.9,3,1,2,60.3,60.0,6.18,3.76,3917.0
2499,0.85,2,3,2,62.2,56.0,6.06,3.78,3403.0
2500,0.33,2,2,6,61.1,56.0,4.45,2.73,893.0
2501,1.14,3,2,3,62.1,59.0,6.64,4.12,4737.0
2502,0.7,2,2,2,60.7,56.0,5.78,3.52,2840.0
2503,1.36,2,5,2,62.0,56.0,7.08,4.4,7218.0
2504,1.15,4,1,3,60.0,59.0,6.78,4.08,5257.0
2505,0.34,3,1,5,58.8,59.0,4.59,2.69,956.0
2506,0.92,3,3,3,58.4,58.0,6.4,3.73,3648.0
2507,0.7,4,5,3,58.8,60.0,5.8,3.42,1876.0
2508,1.0,3,4,4,59.1,60.0,6.47,3.8,4732.0
2509,1.23,3,3,3,62.4,55.0,6.89,4.28,6750.0
2510,0.3,2,0,4,61.0,56.0,4.32,2.63,835.0
2511,0.31,3,5,2,60.8,60.0,4.37,2.64,523.0
2512,0.51,3,1,2,61.3,59.0,5.19,3.15,1624.0
2513,0.31,2,0,4,61.8,57.0,4.36,2.68,732.0
2514,0.64,2,4,2,61.7,55.0,5.54,3.43,1880.0
2515,1.01,3,0,7,61.3,58.0,6.44,3.95,10797.0
2516,1.2,2,0,5,61.8,56.0,6.81,4.23,9912.0
2517,0.7,0,3,0,65.3,59.0,5.5,3.62,1138.0
2518,1.01,4,3,5,61.9,59.0,6.34,3.99,5759.0
2519,0.3,4,4,5,63.5,54.0,4.3,2.72,608.0
2520,1.01,3,1,2,61.0,59.0,6.47,3.94,5749.0
2521,0.35,2,4,7,61.0,57.0,4.54,2.77,650.0
2522,1.51,3,1,5,60.1,58.0,7.57,4.53,15025.0
2523,0.31,3,4,2,62.4,55.0,4.34,2.7,593.0
2524,2.04,3,4,3,62.7,56.0,8.12,5.07,15760.0
2525,0.36,3,1,5,62.8,56.0,4.57,2.84,789.0
2526,0.7,3,4,5,61.0,59.0,5.72,3.47,2251.0
2527,0.48,3,2,2,59.6,60.0,5.13,3.05,1020.0
2528,0.6,2,1,3,62.5,57.0,5.37,3.36,1385.0
2529,1.01,4,3,5,61.9,58.0,6.37,3.96,6047.0
2530,0.71,1,0,4,61.4,58.0,5.79,3.54,2863.0
2531,2.04,4,5,0,59.3,58.0,8.25,4.91,8257.0
2532,1.01,2,3,5,62.3,57.0,6.42,4.02,6027.0
2533,1.11,1,6,2,63.6,58.0,6.48,4.15,3846.0
2534,0.4,2,3,6,61.2,56.0,4.78,2.93,1200.0
2535,0.41,2,1,4,62.3,56.0,4.78,2.97,863.0
2536,1.01,3,2,5,61.7,58.0,6.47,3.98,7240.0
2537,1.5,3,2,5,61.1,59.0,7.37,4.5,11255.0
2538,0.51,4,5,2,62.5,59.0,5.1,3.2,1301.0
2539,0.23,4,6,4,62.3,57.0,3.9,2.43,431.0
2540,0.41,4,0,7,61.2,62.0,4.78,2.94,1295.0
2541,0.48,2,5,4,62.2,54.0,5.03,3.14,944.0
2542,1.02,3,3,5,62.0,59.0,6.45,3.98,6238.0
2543,0.4,2,3,7,62.0,56.0,4.74,2.95,1050.0
2544,1.24,2,0,4,61.6,55.0,6.92,4.26,12417.0
2545,1.01,1,3,2,63.6,58.0,6.29,4.02,4195.0
2546,1.0,4,2,3,58.1,63.0,6.45,3.72,4586.0
2547,0.36,2,4,1,61.9,57.0,4.55,2.83,947.0
2548,1.01,4,1,5,63.4,60.0,6.37,4.02,6787.0
2549,1.7,3,1,2,62.3,57.0,7.68,4.76,15662.0
2550,1.02,4,3,3,62.9,59.0,6.38,4.02,4291.0
2551,0.31,4,2,5,61.4,62.0,4.32,2.66,625.0
2552,1.5,3,3,2,62.9,56.0,7.33,4.58,10709.0
2553,0.31,2,4,7,62.2,57.0,4.32,2.7,625.0
2554,1.5,2,3,5,61.7,54.0,7.36,4.55,13135.0
2555,1.51,4,2,2,62.7,60.0,7.25,4.57,8581.0
2556,1.25,2,6,7,61.1,57.0,6.94,4.23,7137.0
2557,0.52,4,0,5,60.6,56.0,5.22,3.12,1822.0
2558,0.32,2,2,5,62.0,54.0,4.4,2.74,828.0
2559,1.0,2,3,4,62.7,55.0,6.42,4.01,6465.0
2560,0.7,1,4,5,64.2,59.0,5.61,3.59,2351.0
2561,1.01,4,0,3,60.8,61.0,6.45,3.94,4260.0
2562,0.3,1,0,2,63.2,56.0,4.24,2.69,552.0
2563,0.72,4,6,2,61.1,57.0,5.75,3.53,1866.0
2564,0.59,2,3,5,62.6,54.0,5.32,3.35,1664.0
2565,0.51,4,0,4,63.3,57.0,5.07,3.22,1882.0
2566,0.92,4,4,3,62.8,56.0,6.28,3.86,3417.0
2567,1.61,3,5,4,62.2,58.0,7.49,4.67,9961.0
2568,0.94,2,2,0,61.5,55.0,6.37,3.91,2594.0
2569,1.51,2,3,4,62.8,54.0,7.36,4.56,13818.0
2570,0.52,4,1,2,63.3,57.0,5.11,3.24,1279.0
2571,1.52,2,1,3,61.8,58.0,7.38,4.57,10316.0
2572,1.0,4,0,3,63.2,57.0,6.34,3.97,4628.0
2573,0.9,4,4,2,60.8,57.0,6.22,3.79,3770.0
2574,0.24,2,2,4,62.7,54.0,3.99,2.48,572.0
2575,1.5,1,0,2,63.4,63.0,7.19,4.57,9718.0
2576,0.9,1,3,2,57.7,65.0,6.25,3.62,3669.0
2577,0.3,2,1,6,60.6,56.0,4.35,2.64,735.0
2578,1.62,3,2,2,62.6,58.0,7.48,4.7,13177.0
2579,0.71,3,2,5,60.8,58.0,5.79,3.51,2440.0
2580,1.0,1,2,2,64.2,58.0,6.32,4.04,5606.0
2581,0.54,2,2,2,61.0,56.0,5.24,3.2,1173.0
2582,0.38,4,2,5,63.8,58.0,4.58,2.93,1030.0
2583,1.23,3,3,5,61.1,57.0,6.96,4.24,8128.0
2584,0.51,4,2,3,58.9,61.0,5.19,3.07,1090.0
2585,0.41,3,1,2,61.2,59.0,4.79,2.94,904.0
2586,0.71,4,0,5,59.9,57.0,5.8,3.48,3540.0
2587,0.41,2,2,4,61.8,56.0,4.75,2.95,1007.0
2588,1.01,2,2,3,60.6,57.0,6.55,3.95,4239.0
2589,0.43,4,4,3,60.4,56.0,4.9,2.97,937.0
2590,0.34,3,3,5,61.2,62.0,4.43,2.73,765.0
2591,1.02,1,3,5,63.6,57.0,6.41,4.07,5922.0
2592,0.43,2,2,7,61.6,56.0,4.85,2.98,1221.0
2593,0.53,2,3,4,62.0,55.0,5.16,3.16,1721.0
2594,0.31,2,6,2,61.8,56.0,4.37,2.69,842.0
2595,0.42,2,3,6,61.1,56.0,4.82,2.95,1179.0
2596,0.7,3,2,5,62.2,59.0,5.68,3.54,2648.0
2597,0.57,2,5,4,62.2,55.0,5.28,3.3,1580.0
2598,1.01,2,3,4,62.1,54.0,6.36,4.0,7262.0
2599,0.5,3,1,4,62.2,58.0,5.03,3.14,1675.0
2600,0.8,4,4,5,63.3,59.8,5.79,3.68,3283.0
2601,0.32,4,3,2,60.9,58.0,4.39,2.69,477.0
2602,1.01,4,3,2,63.0,57.0,6.28,3.98,4890.0
2603,0.52,2,4,1,61.4,56.0,5.2,3.2,2441.0
2604,0.52,2,3,7,59.8,57.0,5.24,3.14,1911.0
2605,0.31,4,1,3,60.8,61.0,4.39,2.68,435.0
2606,0.34,2,3,5,61.8,56.0,4.48,2.78,596.0
2607,0.53,2,1,2,62.0,55.0,5.22,3.22,1607.0
2608,1.21,3,4,5,60.8,58.0,6.91,4.19,6710.0
2609,1.39,2,3,1,60.6,55.0,7.27,4.39,13061.0
2610,0.4,2,2,2,62.5,54.0,4.74,2.97,741.0
2611,0.7,4,2,2,60.3,57.0,5.73,3.47,2343.0
2612,0.32,2,1,5,61.8,55.0,4.45,2.74,720.0
2613,0.31,3,1,1,61.0,59.0,4.36,2.67,1060.0
2614,2.19,2,5,3,62.5,56.0,8.31,5.18,15254.0
2615,1.66,4,4,2,62.8,56.0,7.53,4.74,10134.0
2616,0.4,1,2,2,63.6,59.0,4.67,2.96,869.0
2617,1.73,1,6,2,65.6,55.0,7.42,4.88,12657.0
2618,0.75,0,1,3,65.1,57.0,5.7,3.7,2102.0
2619,0.39,4,1,5,59.2,60.0,4.78,2.81,866.0
2620,0.71,3,4,5,62.2,59.0,5.68,3.53,2352.0
2621,0.51,2,2,4,62.6,57.0,5.13,3.2,2203.0
2622,1.59,2,5,4,61.2,58.0,7.54,4.6,11119.0
2623,0.31,2,2,6,62.3,54.0,4.38,2.73,815.0
2624,0.3,3,3,2,62.9,58.0,4.27,2.69,574.0
2625,0.38,2,5,2,61.6,56.0,4.68,2.89,791.0
2626,1.02,4,6,2,61.9,60.0,6.37,3.96,3483.0
2627,0.54,3,2,3,59.6,60.0,5.28,3.14,1240.0
2628,0.71,4,5,2,60.2,58.0,5.76,3.49,2063.0
2629,0.7,2,5,7,60.9,56.0,5.69,3.54,2530.0
2630,0.9,0,4,3,64.4,59.0,6.03,3.87,2138.0
2631,1.47,3,3,7,61.8,58.0,7.27,4.52,7557.0
2632,0.23,4,1,7,59.7,54.0,4.02,2.41,485.0
2633,0.71,2,4,4,60.3,57.0,5.75,3.48,2487.0
2634,0.54,2,3,3,61.8,54.0,5.23,3.24,1133.0
2635,0.24,4,1,6,63.1,55.0,3.96,2.51,485.0
2636,0.42,2,4,2,62.9,57.0,4.89,3.02,898.0
2637,0.31,2,1,2,61.8,54.0,4.34,2.69,680.0
2638,1.61,3,2,2,62.9,59.0,7.5,4.69,8024.0
2639,1.01,1,5,5,63.9,59.0,6.29,4.01,4197.0
2640,1.12,2,3,3,62.4,56.0,6.62,4.15,4798.0
2641,0.3,4,0,1,60.6,58.0,4.33,2.61,2366.0
2642,1.01,1,0,4,64.1,55.0,6.29,4.06,8339.0
2643,1.0,2,6,3,62.1,56.0,6.41,3.96,3528.0
2644,2.11,2,6,4,61.8,56.2,8.2,5.07,15766.0
2645,1.11,4,4,3,62.0,60.0,6.66,4.01,4456.0
2646,0.32,2,2,6,61.1,56.0,4.42,2.71,827.0
2647,1.51,4,1,0,62.0,58.0,7.31,4.55,6139.0
2648,2.01,3,3,2,61.4,58.0,8.11,4.94,17987.0
2649,1.11,2,3,4,62.8,55.0,6.6,4.16,8129.0
2650,0.35,3,0,2,61.8,59.0,4.56,2.81,748.0
2651,1.19,3,4,5,61.0,59.0,6.91,4.19,6363.0
2652,0.32,3,3,5,61.2,59.0,4.41,2.69,720.0
2653,0.73,4,2,4,61.8,59.0,5.73,3.56,2843.0
2654,1.0,2,0,2,60.6,56.0,6.5,3.95,5775.0
2655,1.01,4,0,5,60.5,59.0,6.45,3.92,6415.0
2656,0.5,0,2,0,57.5,66.0,5.24,3.01,827.0
2657,0.37,2,1,5,61.5,56.0,4.59,2.83,811.0
2658,0.53,3,3,7,60.4,59.0,5.26,3.19,1946.0
2659,0.3,2,1,4,61.7,56.0,4.3,2.66,755.0
2660,0.38,2,5,6,60.6,58.0,4.69,2.85,744.0
2661,0.5,3,0,2,62.3,58.0,5.08,3.16,1610.0
2662,0.7,4,1,5,63.2,57.0,5.66,3.56,2553.0
2663,1.1,3,1,3,60.0,58.0,6.72,4.05,4539.0
2664,0.32,3,2,5,61.3,60.0,4.37,2.69,645.0
2665,2.04,2,3,2,60.4,58.0,8.12,5.04,18153.0
2666,0.91,3,4,2,63.0,57.0,6.19,3.87,3033.0
2667,0.7,3,3,4,63.3,58.0,5.59,3.55,3037.0
2668,2.01,1,3,2,60.1,61.0,8.04,4.86,18374.0
2669,0.7,2,5,4,62.4,56.0,5.66,3.54,2441.0
2670,0.72,2,3,2,62.1,54.0,5.72,3.56,2513.0
2671,0.35,2,0,7,61.6,56.0,4.55,2.82,882.0
2672,1.0,3,2,3,59.9,61.0,6.38,3.86,4195.0
2673,0.43,4,2,6,61.6,58.0,4.88,3.02,1235.0
2674,1.01,2,1,2,60.8,56.0,6.48,3.95,5534.0
2675,1.01,4,3,1,62.8,57.0,6.39,4.02,8923.0
2676,0.54,2,4,6,61.3,54.0,5.22,3.24,1774.0
2677,0.71,2,3,5,62.5,56.0,5.67,3.56,2801.0
2678,0.38,3,5,4,61.3,60.0,4.62,2.84,700.0
2679,0.38,2,1,4,61.6,55.0,4.63,2.86,1100.0
2680,0.42,3,3,7,61.7,59.0,4.78,2.96,1142.0
2681,0.44,3,1,4,60.7,58.0,4.88,2.97,1158.0
2682,0.73,2,1,3,61.0,56.0,5.81,3.56,2434.0
2683,0.7,0,2,3,65.8,58.0,5.58,3.64,2381.0
2684,1.06,4,4,2,62.2,57.0,6.53,4.04,5113.0
2685,1.09,4,3,4,59.9,63.0,6.74,4.0,6570.0
2686,0.72,3,3,3,62.8,59.0,5.68,3.54,2022.0
2687,0.4,3,1,2,60.1,59.0,4.76,2.88,737.0
2688,2.01,1,5,3,64.3,60.0,7.91,5.05,11954.0
2689,1.13,3,4,2,62.3,58.0,6.67,4.16,5101.0
2690,0.52,3,1,2,59.0,59.0,5.3,3.1,1303.0
2691,0.3,3,5,7,61.9,61.0,4.32,2.66,706.0
2692,0.24,4,1,6,62.6,60.0,3.98,2.5,548.0
2693,1.07,3,4,5,62.1,59.0,6.56,4.06,5424.0
2694,1.16,2,3,5,61.7,57.0,6.8,4.17,7243.0
2695,0.39,4,1,7,62.2,55.0,4.66,2.91,962.0
2696,0.44,2,3,1,62.2,53.0,4.9,3.06,1348.0
2697,0.46,2,2,2,62.5,56.0,4.94,3.08,1018.0
2698,0.3,2,2,5,60.9,56.0,4.32,2.64,605.0
2699,1.04,3,4,3,58.6,60.0,6.67,3.9,4629.0
2700,0.52,4,2,3,62.3,60.0,5.1,3.19,1057.0
2701,1.88,4,0,3,63.2,60.0,7.84,5.08,9791.0
2702,1.1,2,5,2,60.8,61.0,6.63,4.05,4868.0
2703,0.35,2,3,7,61.2,55.0,4.62,2.82,1092.0
2704,0.79,2,3,2,62.3,57.0,5.9,3.66,2898.0
2705,0.35,2,1,3,61.4,56.0,4.51,2.78,1033.0
2706,0.32,2,1,6,61.1,56.0,4.47,2.73,846.0
2707,0.88,1,5,2,60.2,64.0,6.22,3.73,2581.0
2708,0.91,1,5,2,64.2,59.0,6.05,3.86,3446.0
2709,1.51,4,2,5,62.5,58.0,7.22,4.52,14165.0
2710,0.24,2,3,7,61.2,56.0,3.99,2.45,327.0
2711,1.2,4,3,5,62.2,58.0,6.75,4.21,8124.0
2712,0.31,2,4,5,62.6,57.0,4.34,2.73,489.0
2713,1.25,3,3,6,62.0,58.0,6.96,4.29,7389.0
2714,0.32,2,3,7,61.2,56.0,4.42,2.7,748.0
2715,0.32,3,1,5,61.7,58.0,4.38,2.71,702.0
2716,0.83,3,0,3,62.7,56.0,6.01,3.76,3078.0
2717,0.51,3,1,4,61.3,58.0,5.14,3.16,1831.0
2718,1.01,1,0,7,63.7,57.0,6.29,4.03,8943.0
2719,0.4,4,3,2,60.0,63.0,4.8,2.87,900.0
2720,1.03,2,2,7,61.9,53.0,6.52,4.04,9131.0
2721,1.56,3,5,7,60.5,58.0,7.53,4.53,8858.0
2722,0.56,1,4,2,63.8,57.0,5.24,3.32,1197.0
2723,0.32,4,0,2,62.0,57.0,4.38,2.73,589.0
2724,0.31,3,1,6,62.0,59.0,4.3,2.68,789.0
2725,0.4,4,0,7,62.2,62.0,4.68,2.92,1010.0
2726,0.55,3,3,5,62.3,56.0,5.29,3.28,1668.0
2727,1.02,4,3,2,62.9,56.0,6.36,4.01,4704.0
2728,1.2,3,4,5,59.4,58.0,6.91,4.09,7258.0
2729,0.74,2,6,4,61.2,56.0,5.82,3.56,1985.0
2730,1.0,4,0,2,59.8,59.0,6.47,3.88,5671.0
2731,0.3,2,1,7,61.7,57.0,4.34,2.67,1013.0
2732,0.9,2,6,4,62.1,55.0,6.16,3.83,3950.0
2733,0.5,3,2,2,62.7,59.0,5.04,3.22,1250.0
2734,1.52,2,3,5,61.4,56.0,7.39,4.56,14692.0
2735,0.9,0,2,3,65.7,63.0,6.01,3.93,3212.0
2736,0.31,1,3,7,63.4,59.0,4.26,2.69,707.0
2737,0.4,2,1,4,61.6,56.0,4.78,2.93,1125.0
2738,0.83,2,3,2,61.3,56.0,6.04,3.71,3990.0
2739,0.32,2,4,7,61.7,56.0,4.4,2.71,828.0
2740,1.0,3,4,3,61.0,57.0,6.51,3.94,4032.0
2741,0.41,4,2,1,61.6,58.0,4.75,2.94,1313.0
2742,0.3,2,3,7,63.0,57.0,4.32,2.71,878.0
2743,0.68,3,0,2,60.4,58.0,5.72,3.4,1909.0
2744,1.01,2,6,2,62.6,57.0,6.45,4.03,3922.0
2745,1.06,2,5,4,61.2,57.0,6.62,4.03,5651.0
2746,0.75,4,3,5,63.3,58.0,5.78,3.65,2467.0
2747,1.5,4,3,2,60.2,61.0,7.27,4.39,9892.0
2748,0.3,4,4,6,62.2,58.0,4.26,2.66,684.0
2749,1.13,2,4,7,59.7,59.0,6.89,4.08,7108.0
2750,0.71,2,3,5,60.4,61.0,5.81,3.5,2553.0
2751,0.3,2,0,5,62.5,57.0,4.25,2.67,710.0
2752,1.31,2,3,4,62.0,56.0,7.03,4.38,10099.0
2753,0.31,3,2,6,59.2,62.0,4.41,2.59,997.0
2754,0.49,3,2,3,62.2,59.0,5.09,3.15,1073.0
2755,1.5,3,4,3,60.8,58.0,7.39,4.48,8148.0
2756,0.43,4,3,5,61.0,57.0,4.84,2.96,905.0
2757,1.52,1,4,2,63.8,60.0,7.24,4.64,9898.0
2758,0.3,2,1,2,61.3,56.0,4.34,2.67,640.0
2759,0.28,1,1,1,64.6,57.0,4.09,2.63,612.0
2760,1.04,3,4,2,59.3,58.0,6.65,3.93,5161.0
2761,0.45,4,3,4,60.0,57.1,4.99,3.0,1154.0
2762,1.04,2,3,7,62.1,55.1,6.5,4.04,8012.0
2763,1.21,4,5,2,61.7,60.0,6.76,4.26,4404.0
2764,1.0,0,1,3,65.8,58.0,6.28,4.09,2948.0
2765,1.01,2,5,2,62.3,59.0,6.41,3.98,4518.0
2766,1.04,3,1,3,61.6,59.0,6.51,4.0,3392.0
2767,1.06,2,3,4,61.3,56.0,6.55,4.03,7589.0
2768,1.1,1,5,2,61.3,61.0,6.49,4.12,4133.0
2769,1.11,2,6,5,61.7,54.0,6.64,4.11,5051.0
2770,1.02,3,4,3,60.9,58.0,6.53,3.94,4113.0
2771,0.5,3,1,2,61.4,60.0,5.03,3.14,1155.0
2772,0.71,2,3,5,61.8,56.0,5.72,3.55,3299.0
2773,0.72,2,5,5,61.8,55.0,5.75,3.56,2650.0
2774,0.31,2,5,2,63.0,57.0,4.34,2.73,523.0
2775,1.06,2,5,4,61.8,56.0,6.5,4.05,6060.0
2776,0.43,2,1,3,60.3,56.0,4.78,3.04,1235.0
2777,0.9,4,2,2,61.7,59.0,6.13,3.81,3950.0
2778,1.01,1,2,4,63.8,57.0,6.31,4.0,4016.0
2779,0.38,2,2,5,61.9,54.0,4.68,2.89,969.0
2780,0.3,2,5,3,61.2,56.0,4.3,2.67,367.0
2781,0.42,3,3,4,60.8,59.0,4.85,2.93,984.0
2782,1.0,1,1,3,64.0,54.0,6.31,4.01,4026.0
2783,0.31,2,4,5,61.5,57.0,4.38,2.68,706.0
2784,0.39,4,1,4,63.5,58.0,4.64,2.93,790.0
2785,0.91,4,1,3,58.6,63.0,6.32,3.72,3015.0
2786,1.55,1,4,5,61.0,61.0,7.42,4.54,11364.0
2787,2.04,3,6,5,61.4,59.0,8.04,4.97,12832.0
2788,1.1,4,3,2,59.4,58.0,6.72,4.04,4997.0
2789,0.54,2,4,7,61.1,56.0,5.23,3.21,1696.0
2790,0.91,3,5,5,63.0,58.0,6.15,3.85,3282.0
2791,0.42,4,2,2,59.8,61.0,4.85,2.91,722.0
2792,1.41,3,3,4,62.1,59.0,7.1,4.4,11347.0
2793,0.41,2,1,5,61.6,55.0,4.79,2.94,999.0
2794,0.33,2,2,5,62.1,56.0,4.45,2.77,666.0
2795,0.33,2,4,7,60.9,57.0,4.48,2.74,666.0
2796,0.4,4,4,5,63.1,62.0,4.75,2.97,895.0
2797,0.55,2,2,6,61.2,54.0,5.35,3.26,3032.0
2798,1.22,2,3,6,61.1,56.0,6.91,4.23,10888.0
2799,0.34,3,3,5,62.2,55.0,4.52,2.8,483.0
2800,1.66,3,6,0,60.0,59.0,7.57,4.56,5310.0
2801,1.52,1,6,5,63.5,55.0,7.24,4.61,7370.0
2802,1.16,2,1,3,61.9,55.0,6.71,4.17,5991.0
2803,0.78,2,0,4,62.2,57.0,5.86,3.67,4350.0
2804,0.72,2,4,4,61.1,57.0,5.8,3.55,2961.0
2805,0.41,3,2,3,60.8,58.0,4.83,2.92,830.0
2806,0.4,3,2,5,61.6,58.0,4.8,2.94,864.0
2807,1.24,4,5,3,60.0,59.0,6.97,4.2,5584.0
2808,1.5,4,2,2,63.5,58.0,7.12,4.56,11004.0
2809,0.61,4,6,2,60.8,58.0,5.46,3.33,1706.0
2810,0.8,4,1,3,62.7,56.0,5.83,3.68,2824.0
2811,0.73,2,4,3,62.3,56.0,5.78,3.58,2278.0
2812,0.3,4,3,7,62.8,60.0,4.25,2.68,684.0
2813,0.4,2,3,5,62.3,57.0,4.7,2.93,807.0
2814,0.9,3,2,2,61.7,62.0,6.19,3.8,3936.0
2815,1.04,4,0,5,61.2,56.0,6.53,4.02,7653.0
2816,0.42,2,2,6,61.3,56.0,4.83,2.95,1235.0
2817,2.02,3,4,2,61.1,61.0,8.19,4.98,17489.0
2818,0.5,3,1,5,62.0,58.0,5.08,3.15,1676.0
2819,0.3,3,1,1,61.9,61.0,4.32,2.66,984.0
2820,0.33,2,2,6,61.9,55.0,4.42,2.74,955.0
2821,1.54,3,4,0,62.0,60.0,7.32,4.56,4980.0
2822,0.74,2,6,4,61.6,57.0,5.77,3.52,2154.0
2823,1.47,4,6,7,62.6,60.0,7.17,4.51,8574.0
2824,1.01,4,1,3,63.1,61.0,6.34,3.96,4118.0
2825,1.51,2,3,4,62.5,57.0,7.33,4.57,15378.0
2826,1.57,2,5,2,62.4,53.6,7.42,4.64,9460.0
2827,0.57,3,6,4,62.2,58.0,5.34,3.31,1606.0
2828,1.0,3,2,4,61.3,59.0,6.45,3.95,6692.0
2829,0.7,4,0,2,62.8,60.0,5.66,3.56,2757.0
2830,1.27,3,4,2,60.2,58.0,7.04,4.22,6892.0
2831,0.71,4,0,2,63.3,59.0,5.55,3.55,2525.0
2832,1.0,1,5,2,63.3,61.0,6.29,3.99,4166.0
2833,0.31,2,5,1,60.9,57.0,4.39,2.69,635.0
2834,0.5,1,5,4,61.5,61.0,5.03,3.09,1193.0
2835,1.06,4,3,3,63.4,61.0,6.46,4.07,4057.0
2836,1.15,4,1,1,59.2,57.0,6.78,4.04,12895.0
2837,0.9,2,1,2,63.0,56.0,6.15,3.86,4092.0
2838,0.3,2,3,4,61.4,55.0,4.36,2.66,776.0
2839,0.31,2,2,5,61.9,54.0,4.35,2.7,625.0
2840,0.54,2,1,5,61.7,55.0,5.23,3.22,924.0
2841,0.32,2,4,1,62.1,54.0,4.41,2.75,814.0
2842,0.47,3,5,3,61.5,62.0,5.01,3.06,814.0
2843,0.7,3,3,4,63.0,60.0,5.64,3.53,2838.0
2844,0.31,1,4,4,63.1,58.0,4.27,2.7,544.0
